_id,HAPPENED_TIME,SWING_TYPE,HAND_TYPE,SPIN,BALL_SPEED,HEAVINESS,POSITION_X,POSITION_Y,L_PLAY_SESSION_ID,IS_HIT_FRAME
187,02-23-2023 01:07:55 PM,VOLLEY,FH,1830.5867919921875,48.65423583984375,45.12831115722656,9.0,10.0,24,0
188,02-23-2023 01:08:25 PM,FLAT,FH,910.0465698242188,75.29579162597656,90.75888061523438,11.0,10.0,24,0
189,02-23-2023 01:08:28 PM,FLAT,BH,1021.8264770507812,55.1389045715332,55.130130767822266,10.0,10.0,24,0
190,02-23-2023 01:08:29 PM,TOPSPIN,FH,1205.486083984375,72.41483306884766,85.2668228149414,10.0,10.0,24,0
191,02-23-2023 01:08:31 PM,FLAT,BH,1016.3739624023438,58.92500305175781,61.310577392578125,10.0,9.0,24,0
192,02-23-2023 01:08:34 PM,FLAT,FH,1017.9501953125,70.14382934570312,81.02875518798828,12.0,10.0,24,0
193,02-23-2023 01:08:35 PM,FLAT,FH,1117.4332275390625,72.52947998046875,85.48291015625,13.0,10.0,24,0
194,02-23-2023 01:08:37 PM,FLAT,BH,1095.8934326171875,57.490055084228516,58.93921661376953,10.0,11.0,24,0
195,02-23-2023 01:08:39 PM,SLICE,FH,1278.98095703125,69.81542205810547,80.42261505126953,10.0,10.0,24,0
196,02-23-2023 01:08:40 PM,VOLLEY,BH,1450.7677001953125,57.41028594970703,58.80842971801758,9.0,10.0,24,0
197,02-23-2023 01:08:41 PM,FLAT,FH,1077.3287353515625,87.91397094726562,116.29167938232422,10.0,8.0,24,0
198,02-23-2023 01:08:43 PM,TOPSPIN,FH,1349.7127685546875,91.4372787475586,123.83782196044922,10.0,9.0,24,0
199,02-23-2023 01:08:50 PM,TOPSPIN,FH,1461.5791015625,100.60791015625,144.3003692626953,9.0,10.0,24,0
200,02-23-2023 01:08:55 PM,TOPSPIN,FH,1374.0211181640625,97.58067321777344,137.416259765625,10.0,9.0,24,0
201,02-23-2023 01:09:17 PM,TOPSPIN,FH,1551.4990234375,77.13999938964844,96.92405700683594,11.0,12.0,24,0
202,02-23-2023 01:09:18 PM,FLAT,BH,1150.33642578125,62.22166442871094,66.89022064208984,10.0,10.0,24,0
203,02-23-2023 01:09:20 PM,TOPSPIN,BH,1216.5933837890625,58.4900016784668,60.5880012512207,10.0,9.0,24,0
204,02-23-2023 01:09:21 PM,TOPSPIN,FH,1289.2763671875,78.62792205810547,97.26998901367188,10.0,9.0,24,0
205,02-23-2023 01:09:24 PM,FLAT,FH,1082.5635986328125,77.19876098632812,94.45665740966797,11.0,10.0,24,0
206,02-23-2023 01:09:26 PM,FLAT,FH,1013.840087890625,88.0700912475586,116.62227630615234,12.0,8.0,24,0
207,02-23-2023 01:09:45 PM,FLAT,FH,1178.42431640625,98.16239166259766,138.72930908203125,9.0,10.0,24,0
208,02-23-2023 01:09:50 PM,TOPSPIN,FH,1279.432861328125,89.16458892822266,118.9498519897461,12.0,11.0,24,0
209,02-23-2023 01:09:54 PM,TOPSPIN,FH,1708.5743408203125,93.44867706298828,142.3007354736328,10.0,9.0,24,0
210,02-23-2023 01:09:58 PM,TOPSPIN,FH,1328.2662353515625,97.46288299560547,137.1509552001953,9.0,10.0,24,0
211,02-23-2023 01:10:05 PM,FLAT,BH,1194.8599853515625,57.73249816894531,59.337406158447266,8.0,8.0,24,0
